,库位,,,,,,,分区,仓库,
2393,u-06-03,34:05.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2393
2402,W--04-05,22:09.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2407,S-07-04,48:19.2,,,26,,,S区,展鹿包场破损仓库,0
2409,V-01-13,03:11.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2416,U-02-04,54:00.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2416
2418,V-14-04,05:30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2425,S-01-05,NULL,,,26,,,S区,展鹿包场破损仓库,0
2427,S-02-02,NULL,,,26,,,S区,展鹿包场破损仓库,2427
2432,S-03-02,NULL,,,26,,,S区,展鹿包场破损仓库,0
2434,S-03-04,NULL,,,26,,,S区,展鹿包场破损仓库,2434
2441,V-09-13,35:51.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2441
2443,X-01-08,03:29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2450,U-07-04,04:01.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2450
2452,S-03-06,43:23.5,,,26,,,S区,展鹿包场破损仓库,0
2457,W-14-5,13:46.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2459,W-14-1,13:46.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2466,U-8-6,13:46.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2468,T-08-02,31:12.6,,,23,,,T区,展鹿赠品物料仓库,2468
2475,X-X-X,33:24.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2477,U-02-06,44:16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2477
2482,X-15-09,27:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2484,U-07-06,01:51.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2484
2491,X--14-01,59:30.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2493,W-12-30,23:12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2493
2500,W--05-06,38:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2502,V-01-14,00:38.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2507,x-01-09,08:57.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2509,Z-08-08,35:55.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2511,W-02-26,44:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2516,Y-12-09,17:13.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2516
2518,U-04-05,NULL,,,31,,,U区,展鹿主仓库,2518
2525,V-14-07,12:53.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2527,V-08-19,NULL,,,32,,,V区,展鹿主仓库,2527
2532,V-09-11,NULL,,,32,,,V区,展鹿主仓库,2532
2534,V-09-19,NULL,,,32,,,V区,展鹿主仓库,2534
2536,V-21-01,NULL,,,32,,,V区,展鹿主仓库,2536
2541,V-26-01,NULL,,,32,,,V区,展鹿主仓库,2541
2543,V-28-01,NULL,,,32,,,V区,展鹿主仓库,2543
2550,W16-01,56:00.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2552,W11-09,15:58.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2559,Y06-04,02:08.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2559
2561,W--15-02,26:41.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2561
2566,F1-6,46:48.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2566
2568,F1-8,46:48.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2568
2575,F1-15,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2575
2577,F1-18,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2577
2584,F1-25,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2584
2586,F1-27,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2586
2591,F1-31,21:40.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2591
2593,F1-33,21:40.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2593
2600,F1-40,21:40.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2600
2602,F1-42,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2602
2609,F2-6,21:41.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2609
2611,F2-5,21:41.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2611
2616,W-1-4,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2616
2618,W-1-6,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2618
2625,W-1-16,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2625
2627,W-1-19,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2627
2634,W-2-10,04:06.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2634
2636,W-2-7,04:06.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2636
2641,W-2-1,04:06.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2641
2643,Y-10-1,58:14.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2643
2650,Y-10-8,58:14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2650
2652,Z-04-07,07:47.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2652
2659,Y-11-5,26:40.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2659
2661,X-15-13,46:18.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2661
2666,T-12-10,21:31.6,,,23,,,T区,展鹿赠品物料仓库,2666
2668,V--09-14,21:31.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2668
2675,T-07-08,NULL,,,23,,,T区,展鹿赠品物料仓库,2675
2677,T-08-09,NULL,,,23,,,T区,展鹿赠品物料仓库,2677
2684,L-01-03,NULL,,,34,,,L区,展鹿临期品仓库,0
2686,L-01-05,NULL,,,34,,,L区,展鹿临期品仓库,0
2691,L-01-10,NULL,,,34,,,L区,展鹿临期品仓库,2691
2693,L-01-12,NULL,,,34,,,L区,展鹿临期品仓库,2693
2700,T-06-12,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2702,T-03-02-,42:01.0,,,23,,,T区,展鹿赠品物料仓库,2702
2709,T-02-09,50:21.7,,,23,,,T区,展鹿赠品物料仓库,2709
2711,X12-03,30:07.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2711
2718,-13,44:47.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2718
2725,X--02-06,01:27.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2725
2734,F--01-36,30:10.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2734
2736,W-06-03.,38:03.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2736
2741,Y--12-02,41:41.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2741
2743,L01-01,46:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2743
2745,U-23-01,40:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2745
2750,L-01-16V,03:05.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2750
2752,T-23-01,01:29.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2752
2759,W--04-04,23:00.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2759
2761,X-07-13,34:46.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2761
2766,W-5-06,50:04.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2766
2768,U-05-07,53:23.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2768
2770,Y-08-1,15:34.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2770
2775,U-09-09,43:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2775
2777,W-07-19,02:37.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2777
2784,U09-07,33:11.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2784
2786,X12-01,08:21.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2786
2791,X-10-09,27:40.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2791
2793,YY-17-01,50:54.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2793
2795,Z-30--30,48:58.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2795
2800,X+08-06,02:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2800
2802,T-1-01,57:31.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2802
2809,T--05-04,12:36.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2809
2811,W12-13,39:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2811
2818,W-18-09,33:58.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2818
2820,V-20-03,NULL,,,NULL,,,NULL,NULL,2820
2825,V-22-05,NULL,,,NULL,,,NULL,NULL,2825
2827,V-22-03,NULL,,,NULL,,,NULL,NULL,2827
1738,Z-05-04,52:27.8,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1738
1751,Z-08-07,52:27.9,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1751
1752,W-11-12,52:27.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1752
1753,W-11-19,52:27.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1753
1754,W-12-12,52:27.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1754
1768,W-08-03,08:16.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1768
1769,W-08-05,08:16.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1769
1770,W-11-11,26:35.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1770
1771,W-11-15,26:35.5,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1771
1785,X-02-04,37:14.3,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1785
1786,X-02-03,37:14.3,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1786
1787,X-02-02,37:14.4,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1787
1788,X-02-01,37:14.4,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1788
1801,V-02-05,39:19.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1802,V-02-06,39:19.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1803,V-01-04,39:19.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1804,V-01-05,39:19.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1818,Z-06-04,14:02.0,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1818
1819,Z-08-02,14:02.1,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1819
1820,Z-08-01,14:02.1,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1820
1821,W-13-10,34:39.7,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1821
1835,W-13-17,37:26.3,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,1835
1836,Z-06-03,37:26.3,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1836
1837,Z-08-05,37:26.4,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,1837
1838,X-14-04,37:26.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1838
1851,U-11-05,26:05.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1852,U-11-06,26:05.1,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1853,U-11-07,26:05.1,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1854,U-17-01,26:05.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1854
1855,U-17-02,26:05.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1868,U-05-05,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1868
1869,U-08-01,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1869
1870,U-08-02,37:53.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1870
1871,U-08-03,37:53.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1871
1885,U-14-02,51:31.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1886,U-14-03,51:31.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1886
1887,U-14-04,51:31.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1888,U-14-05,51:31.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1902,U-13-05,51:36.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1903,U-13-06,51:36.9,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1904,U-16-01,51:37.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1904
1905,U-16-02,51:37.0,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
1918,V-19-01,07:59.6,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1918
1919,V-19-02,07:59.6,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1920,V-19-03,07:59.6,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1921,U-02-01,11:38.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,1921
1935,V-02-01,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1935
1936,V-02-02,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1937,V-03-01,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1937
1938,V-03-02,24:02.3,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1952,V-06-04,24:02.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1952
1953,V-01-07,24:02.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1954,x-01-03,27:06.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,1954
1955,v-07-02,27:06.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1955
1968,v-06-16,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1969,v-06-15,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1970,v-06-14,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1971,v-06-13,27:06.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1972,v-06-12,27:06.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1985,V-05-05,35:13.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,1985
1986,V-05-06,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1987,V-05-07,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
1988,V-05-08,35:13.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2002,V-06-10,46:46.1,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2003,u-01-05,55:34.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2003
2004,u-01-03,55:34.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2004
2005,u-01-04,55:34.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2005
2019,V-07-15,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2019
2020,V-07-16,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2020
2021,V-05-16,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2022,V-08-01,04:57.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2022
2035,u-15-01,22:39.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2035
2036,u-15-02,22:39.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2037,u-15-03,22:39.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2037
2038,u-15-04,22:39.2,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,0
2052,V-07-18,18:21.2,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2052
2053,T-01-03,18:21.2,,,23,,,T区,展鹿赠品物料仓库,2053
2054,T-01-05,18:21.3,,,23,,,T区,展鹿赠品物料仓库,2054
2055,T-02-02,18:21.3,,,23,,,T区,展鹿赠品物料仓库,2055
2069,Z-10-02,NULL,,,27,,,Z区,展鹿主仓库,0
2070,Z-10-03,NULL,,,27,,,Z区,展鹿主仓库,0
2071,Z-10-04,NULL,,,27,,,Z区,展鹿主仓库,0
2072,Z-10-05,NULL,,,27,,,Z区,展鹿主仓库,0
2085,V-20-01,24:18.9,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2085
2086,W-13-18,26:07.0,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2086
2087,W-02-20,31:32.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2088,W-01-20,31:32.2,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2089,W-11-16,NULL,,,28,,,W区,展鹿主仓库,2089
2102,U-07-07,07:20.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2102
2103,U-07-05,07:20.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2103
2104,U-07-01,07:20.7,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2104
2105,U-08-06,07:20.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2105
2119,X-12-08,02:48.5,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,2119
2120,U-07-02,10:17.8,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2120
2121,U-09-01,24:19.1,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2121
2122,V-15-01,09:25.4,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2122
2136,F-02-03,25:38.6,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,2136
2137,F-01-81,25:38.9,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,0
2138,F-01-80,25:38.9,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,0
2139,F-01-78,25:38.9,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,0
2152,z-04-01,37:20.5,NULL,NULL,27,NULL,NULL,Z区,展鹿主仓库,2152
2153,F-02-02,12:25.1,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,2153
2154,Y-07-09,14:24.4,NULL,NULL,30,NULL,NULL,Y区,展鹿主仓库,2154
2155,V-15-05,18:48.5,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2169,Y-16-02,NULL,,,30,,,Y区,展鹿主仓库,2169
2170,Y-16-04,NULL,,,30,,,Y区,展鹿主仓库,2170
2171,Y-16-05,NULL,,,30,,,Y区,展鹿主仓库,2171
2172,Y-16-06,NULL,,,30,,,Y区,展鹿主仓库,2172
2186,U-08-07,54:24.6,NULL,NULL,31,NULL,NULL,U区,展鹿主仓库,2186
2187,S-01-02,NULL,,,26,,,S区,展鹿包场破损仓库,0
2188,F-01-36,25:15.3,NULL,NULL,20,NULL,NULL,F区,展鹿主仓库,2188
2189,W-13--11,06:28.9,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2202,T-02-05,NULL,,,23,,,T区,展鹿赠品物料仓库,2202
2203,T-02-06,NULL,,,23,,,T区,展鹿赠品物料仓库,2203
2204,T-02-07,NULL,,,23,,,T区,展鹿赠品物料仓库,2204
2205,T-03-07,NULL,,,23,,,T区,展鹿赠品物料仓库,2205
2206,T-04-01,NULL,,,23,,,T区,展鹿赠品物料仓库,2206
2219,W-04-19,36:27.4,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,2219
2220,T-06-01,33:29.3,,,23,,,T区,展鹿赠品物料仓库,2220
2221,T-05-07,19:16.4,NULL,NULL,23,NULL,NULL,T区,展鹿赠品物料仓库,2221
2222,T-03-02,19:16.4,NULL,NULL,23,NULL,NULL,T区,展鹿赠品物料仓库,2222
2237,V6-6,59:21.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2238,V7-15,59:21.8,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,0
2286,X-14,02:00.2,NULL,NULL,29,NULL,NULL,X区,展鹿主仓库,0
2287,W-02-09-W-02-10,29:29.6,NULL,NULL,28,NULL,NULL,W区,展鹿主仓库,0
2288,V-08-13,29:29.7,NULL,NULL,32,NULL,NULL,V区,展鹿主仓库,2288
2289,V-052-08,18:49.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2303,T-13-07,27:53.1,,,23,,,T区,展鹿赠品物料仓库,0
2304,T-13-08,27:53.1,,,23,,,T区,展鹿赠品物料仓库,2304
2305,T-14-01,27:53.1,,海领楼下,23,,,T区,展鹿赠品物料仓库,2305
2306,T-14-02,27:53.1,,,23,,,T区,展鹿赠品物料仓库,0
2319,T-10-06,NULL,,,23,,,T区,展鹿赠品物料仓库,2319
2320,T-10-07,NULL,,,23,,,T区,展鹿赠品物料仓库,2320
2321,T-10-08,NULL,,,23,,,T区,展鹿赠品物料仓库,2321
2322,T-10-09,NULL,,,23,,,T区,展鹿赠品物料仓库,2322
2323,T-11-01,NULL,,,23,,,T区,展鹿赠品物料仓库,2323
2336,T-13-06,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2337,T-14-08,NULL,,,23,,,T区,展鹿赠品物料仓库,0
2338,T-06-03,46:37.8,,,23,,,T区,展鹿赠品物料仓库,2338
2353,T-15-03,22:38.8,,,23,,,T区,展鹿赠品物料仓库,0
2354,T-15-04,22:38.8,,,23,,,T区,展鹿赠品物料仓库,0
2355,T-15-05,22:38.8,,,23,,,T区,展鹿赠品物料仓库,0
2356,T-15-06,22:38.8,,,23,,,T区,展鹿赠品物料仓库,0
2369,T-07-02,10:44.1,,,23,,,T区,展鹿赠品物料仓库,2369
2370,T-06-02,10:44.1,,,23,,,T区,展鹿赠品物料仓库,2370
2371,T-06-04,10:44.1,,,23,,,T区,展鹿赠品物料仓库,2371
2372,T-06-05,10:44.2,,,23,,,T区,展鹿赠品物料仓库,2372
2373,T-08-01,10:44.2,,,23,,,T区,展鹿赠品物料仓库,2373
2386,W-15--08,14:07.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2387,X-02--05,14:07.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2389,u-05-02,34:05.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2389
2403,W-00-11,22:09.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2404,U-02--03,19:16.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2405,V-05-18,19:16.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2406,Z-05-10,28:18.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2421,V-03-15,55:08.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2422,A--07-08,17:41.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2423,S-01-03,NULL,,,26,,,S区,展鹿包场破损仓库,2423
2436,S-04-01,NULL,,,26,,,S区,展鹿包场破损仓库,0
2437,S-04-02,NULL,,,26,,,S区,展鹿包场破损仓库,0
2438,S-04-04,NULL,,,26,,,S区,展鹿包场破损仓库,2438
2439,V-09-10,35:51.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2439
2440,Y-19-01,35:51.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2440
2453,F-02-01,45:03.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2453
2454,V-05-17,06:34.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2455,Z-9-01,13:46.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2456,W-11-1,13:46.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2470,V-16-08,55:23.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2472,W-06-010,24:51.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2473,S-04-4,39:55.1,,,26,,,S区,展鹿包场破损仓库,0
2486,S-02-06,59:44.1,,,26,,,S区,展鹿包场破损仓库,0
2487,V-14-08,23:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2488,W-13-19,38:56.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2490,w-9-16,40:19.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2503,V-15-08,23:07.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2504,Z05-05,06:05.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2505,Z05-02,06:05.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2506,V-12-11,06:05.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2520,W-03-074,33:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2521,Y--06-03,57:01.3,,,30,,,Y区,展鹿主仓库,0
2522,F-02-06,23:26.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2522
2523,Y10-07,27:44.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2537,V-22-01,NULL,,,32,,,V区,展鹿主仓库,2537
2538,V-23-01,NULL,,,32,,,V区,展鹿主仓库,2538
2539,V-24-01,NULL,,,32,,,V区,展鹿主仓库,2539
2540,V-25-01,NULL,,,32,,,V区,展鹿主仓库,2540
2553,V-12-08,32:06.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2554,V-19-08,32:06.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2555,W-14-19,43:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2555
2556,V-13-06,42:37.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2557,V-18-07,04:59.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2570,F1-10,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2570
2571,F1-11,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2571
2572,F1-12,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2572
2573,F1-13,46:48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2573
2587,F1-28,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2587
2588,F1-29,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2588
2589,F1-30,46:48.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2589
2590,V-09.02,00:40.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2590
2603,F1-43,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2603
2604,F1-45,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2604
2605,F1-16,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2605
2606,F2-2,21:41.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2606
2607,F2-4,21:41.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2607
2620,W-1-12,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2620
2621,W-1-13,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2621
2622,W-1-14,50:28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2622
2623,W-1-11,50:28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2623
2637,W-2-6,04:06.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2637
